pci.bus_id, power.draw [W], utilization.gpu [%], memory.used [MiB]
00000000:51:00.0, 187.62, 100, 17905
00000000:54:00.0, 239.39, 100, 17905
00000000:8D:00.0, 205.00, 99, 17905
00000000:92:00.0, 296.51, 100, 17905
00000000:D6:00.0, 228.54, 99, 17905
00000000:DA:00.0, 272.83, 100, 17905
00000000:0F:00.0, 58.01, 0, 17923
00000000:15:00.0, 73.07, 0, 17907
00000000:51:00.0, 75.64, 0, 17907
00000000:54:00.0, 77.20, 0, 17907
00000000:8D:00.0, 74.50, 0, 17907
00000000:92:00.0, 76.24, 0, 17907
00000000:D6:00.0, 73.97, 0, 17907
00000000:DA:00.0, 76.68, 0, 17907
00000000:0F:00.0, 58.01, 0, 17923
00000000:15:00.0, 57.56, 0, 17907
00000000:51:00.0, 72.75, 0, 17907
00000000:54:00.0, 60.54, 0, 17907
00000000:8D:00.0, 58.61, 0, 17907
00000000:92:00.0, 75.36, 0, 17907
00000000:D6:00.0, 58.13, 0, 17907
00000000:DA:00.0, 62.31, 0, 17907
00000000:0F:00.0, 58.01, 0, 17923
00000000:15:00.0, 57.89, 0, 17907
00000000:51:00.0, 72.75, 0, 17907
00000000:54:00.0, 60.54, 0, 17907
00000000:8D:00.0, 58.67, 0, 17907
00000000:92:00.0, 78.31, 0, 17907
00000000:D6:00.0, 58.13, 0, 17907
00000000:DA:00.0, 60.95, 0, 17907
00000000:0F:00.0, 58.01, 0, 17953
00000000:15:00.0, 57.56, 0, 17937
00000000:51:00.0, 58.07, 0, 17937
00000000:54:00.0, 60.54, 0, 17937
00000000:8D:00.0, 58.94, 0, 17943
00000000:92:00.0, 60.15, 0, 17943
00000000:D6:00.0, 59.06, 0, 17943
00000000:DA:00.0, 60.35, 0, 17943
00000000:0F:00.0, 57.68, 0, 18007
00000000:15:00.0, 63.71, 0, 17991
00000000:51:00.0, 57.74, 0, 17991
00000000:54:00.0, 67.87, 0, 17991
00000000:8D:00.0, 58.67, 0, 17997
00000000:92:00.0, 59.81, 0, 17997
00000000:D6:00.0, 63.49, 0, 17997
00000000:DA:00.0, 62.03, 0, 17997
00000000:0F:00.0, 58.01, 0, 18157
00000000:15:00.0, 58.16, 0, 18141
00000000:51:00.0, 58.07, 0, 18141
00000000:54:00.0, 69.00, 0, 18141
00000000:8D:00.0, 58.94, 0, 18141
00000000:92:00.0, 59.81, 0, 18147
00000000:D6:00.0, 63.70, 0, 18147
00000000:DA:00.0, 70.80, 0, 18147
00000000:0F:00.0, 59.75, 0, 18283
00000000:15:00.0, 57.29, 0, 18261
00000000:51:00.0, 65.11, 0, 18267
00000000:54:00.0, 60.21, 0, 18267
00000000:8D:00.0, 58.67, 0, 18267
00000000:92:00.0, 67.12, 0, 18267
00000000:D6:00.0, 63.97, 0, 18267
00000000:DA:00.0, 61.76, 0, 18267
00000000:0F:00.0, 58.01, 0, 18355
00000000:15:00.0, 57.29, 0, 18435
00000000:51:00.0, 65.38, 0, 18441
00000000:54:00.0, 61.14, 0, 18441
00000000:8D:00.0, 58.67, 0, 18441
00000000:92:00.0, 67.52, 0, 18435
00000000:D6:00.0, 64.04, 0, 18441
00000000:DA:00.0, 60.02, 0, 18339
00000000:0F:00.0, 207.88, 100, 18419
00000000:15:00.0, 92.01, 96, 18547
00000000:51:00.0, 164.20, 96, 18547
00000000:54:00.0, 211.86, 95, 18547
00000000:8D:00.0, 122.45, 95, 18547
00000000:92:00.0, 98.56, 95, 18547
00000000:D6:00.0, 220.36, 97, 18547
00000000:DA:00.0, 217.57, 96, 18403
00000000:0F:00.0, 192.38, 97, 18419
00000000:15:00.0, 270.82, 100, 18547
00000000:51:00.0, 242.10, 100, 18547
00000000:54:00.0, 264.91, 100, 18547
00000000:8D:00.0, 255.27, 100, 18547
00000000:92:00.0, 257.60, 100, 18547
00000000:D6:00.0, 276.94, 97, 18547
00000000:DA:00.0, 220.82, 98, 18403
00000000:0F:00.0, 222.52, 98, 18419
00000000:15:00.0, 241.06, 99, 18547
00000000:51:00.0, 199.05, 100, 18547
00000000:54:00.0, 240.59, 100, 18547
00000000:8D:00.0, 239.76, 100, 18547
00000000:92:00.0, 240.88, 100, 18547
00000000:D6:00.0, 203.08, 100, 18547
00000000:DA:00.0, 209.68, 100, 18403
00000000:0F:00.0, 212.89, 100, 18419
00000000:15:00.0, 288.56, 100, 18547
00000000:51:00.0, 276.37, 99, 18547
00000000:54:00.0, 285.38, 99, 18547
00000000:8D:00.0, 288.60, 100, 18547
00000000:92:00.0, 288.05, 100, 18547
00000000:D6:00.0, 279.86, 99, 18547
00000000:DA:00.0, 291.82, 99, 18403
00000000:0F:00.0, 75.02, 100, 18419
00000000:15:00.0, 72.19, 0, 18547
00000000:51:00.0, 72.42, 0, 18547
00000000:54:00.0, 76.05, 0, 18547
00000000:8D:00.0, 74.77, 0, 18547
00000000:92:00.0, 76.51, 0, 18547
00000000:D6:00.0, 71.90, 0, 18547
00000000:DA:00.0, 77.82, 0, 18403
00000000:0F:00.0, 58.01, 0, 18419
00000000:15:00.0, 70.19, 0, 18547
00000000:51:00.0, 57.74, 0, 18547
00000000:54:00.0, 66.72, 0, 18547
00000000:8D:00.0, 58.94, 0, 18547
00000000:92:00.0, 63.97, 0, 18547
00000000:D6:00.0, 61.95, 0, 18547
00000000:DA:00.0, 62.69, 0, 18403
00000000:0F:00.0, 86.41, 99, 18419
00000000:15:00.0, 71.60, 19, 18547
00000000:51:00.0, 71.90, 0, 18547
00000000:54:00.0, 75.79, 0, 18547
00000000:8D:00.0, 74.16, 0, 18547
00000000:92:00.0, 76.32, 0, 18547
00000000:D6:00.0, 71.97, 0, 18547
00000000:DA:00.0, 81.54, 0, 18403
00000000:0F:00.0, 72.42, 0, 18419
00000000:15:00.0, 57.62, 0, 18547
00000000:51:00.0, 59.00, 0, 18547
00000000:54:00.0, 59.94, 0, 18547
00000000:8D:00.0, 73.97, 0, 18547
00000000:92:00.0, 60.15, 0, 18547
00000000:D6:00.0, 57.58, 0, 18547
00000000:DA:00.0, 80.85, 0, 18403
00000000:0F:00.0, 204.68, 99, 18419
00000000:15:00.0, 73.07, 0, 18547
00000000:51:00.0, 71.54, 0, 18547
00000000:54:00.0, 75.52, 0, 18547
00000000:8D:00.0, 74.16, 0, 18547
00000000:92:00.0, 76.05, 0, 18547
00000000:D6:00.0, 71.69, 0, 18547
00000000:DA:00.0, 81.13, 0, 18403
00000000:0F:00.0, 58.07, 0, 18419
00000000:15:00.0, 72.87, 0, 18547
00000000:51:00.0, 58.13, 0, 18547
00000000:54:00.0, 71.49, 0, 18547
00000000:8D:00.0, 59.00, 0, 18547
00000000:92:00.0, 75.44, 0, 18547
00000000:D6:00.0, 71.42, 0, 18547
00000000:DA:00.0, 62.37, 0, 18403
00000000:0F:00.0, 73.62, 99, 18419
00000000:15:00.0, 73.39, 0, 18547
00000000:51:00.0, 71.54, 0, 18547
00000000:54:00.0, 75.52, 0, 18547
00000000:8D:00.0, 74.24, 0, 18547
00000000:92:00.0, 76.05, 0, 18547
00000000:D6:00.0, 71.69, 0, 18547
00000000:DA:00.0, 81.13, 0, 18403
00000000:0F:00.0, 58.34, 0, 18419
00000000:15:00.0, 72.87, 0, 18547
00000000:51:00.0, 57.80, 0, 18547
00000000:54:00.0, 75.00, 0, 18547
00000000:8D:00.0, 59.27, 0, 18547
00000000:92:00.0, 75.44, 0, 18547
00000000:D6:00.0, 70.82, 0, 18547
00000000:DA:00.0, 62.44, 0, 18403
00000000:0F:00.0, 73.89, 99, 18419
00000000:15:00.0, 73.14, 0, 18547
00000000:51:00.0, 71.69, 0, 18547
00000000:54:00.0, 75.60, 0, 18547
00000000:8D:00.0, 74.24, 0, 18547
00000000:92:00.0, 76.05, 0, 18547
00000000:D6:00.0, 71.76, 0, 18547
00000000:DA:00.0, 78.59, 0, 18403
00000000:0F:00.0, 58.34, 0, 18419
00000000:15:00.0, 57.62, 0, 18547
00000000:51:00.0, 71.35, 0, 18547
00000000:54:00.0, 60.00, 0, 18547
00000000:8D:00.0, 59.60, 0, 18547
00000000:92:00.0, 75.79, 0, 18547
00000000:D6:00.0, 57.64, 0, 18547
00000000:DA:00.0, 62.44, 0, 18403
00000000:0F:00.0, 205.75, 30, 18419
00000000:15:00.0, 75.81, 100, 18547
00000000:51:00.0, 72.49, 100, 18547
00000000:54:00.0, 76.21, 100, 18547
00000000:8D:00.0, 75.17, 100, 18547
00000000:92:00.0, 81.10, 96, 18547
00000000:D6:00.0, 72.30, 100, 18547
00000000:DA:00.0, 82.40, 100, 18403
00000000:0F:00.0, 72.42, 0, 18419
00000000:15:00.0, 72.87, 0, 18547
00000000:51:00.0, 60.47, 0, 18547
00000000:54:00.0, 60.60, 0, 18547
00000000:8D:00.0, 75.17, 0, 18547
00000000:92:00.0, 61.14, 0, 18547
00000000:D6:00.0, 65.84, 0, 18547
00000000:DA:00.0, 81.81, 0, 18403
00000000:0F:00.0, 58.67, 0, 18419
00000000:15:00.0, 57.35, 0, 18547
00000000:51:00.0, 61.62, 0, 18547
00000000:54:00.0, 67.66, 0, 18547
00000000:8D:00.0, 59.00, 0, 18547
00000000:92:00.0, 67.26, 0, 18547
00000000:D6:00.0, 63.83, 0, 18547
00000000:DA:00.0, 64.23, 0, 18403
00000000:0F:00.0, 62.83, 0, 18419
00000000:15:00.0, 57.41, 0, 18547
00000000:51:00.0, 61.35, 0, 18547
00000000:54:00.0, 60.27, 0, 18547
00000000:8D:00.0, 58.73, 0, 18547
00000000:92:00.0, 71.42, 0, 18547
00000000:D6:00.0, 63.77, 0, 18547
00000000:DA:00.0, 62.76, 0, 18403
00000000:0F:00.0, 64.78, 0, 18419
00000000:15:00.0, 57.35, 0, 18547
00000000:51:00.0, 65.18, 0, 18547
00000000:54:00.0, 60.27, 0, 18547
00000000:8D:00.0, 58.73, 0, 18547
00000000:92:00.0, 67.26, 0, 18547
00000000:D6:00.0, 72.64, 0, 18547
00000000:DA:00.0, 62.44, 0, 18403
00000000:0F:00.0, 58.67, 0, 18419
00000000:15:00.0, 317.50, 44, 18547
00000000:51:00.0, 243.21, 98, 18547
00000000:54:00.0, 293.91, 98, 18547
00000000:8D:00.0, 292.14, 99, 18547
00000000:92:00.0, 294.47, 99, 18547
00000000:D6:00.0, 240.51, 99, 18547
00000000:DA:00.0, 235.96, 99, 18403
00000000:0F:00.0, 213.11, 100, 18419
00000000:15:00.0, 224.39, 100, 18547
00000000:51:00.0, 216.00, 99, 18547
00000000:54:00.0, 206.18, 99, 18547
00000000:8D:00.0, 222.48, 98, 18547
00000000:92:00.0, 200.14, 99, 18547
00000000:D6:00.0, 210.33, 99, 18547
00000000:DA:00.0, 206.74, 100, 18403
00000000:0F:00.0, 73.29, 23, 18419
00000000:15:00.0, 72.27, 43, 18547
00000000:51:00.0, 71.90, 0, 18547
00000000:54:00.0, 77.60, 0, 18547
00000000:8D:00.0, 74.57, 0, 18547
00000000:92:00.0, 76.67, 0, 18547
00000000:D6:00.0, 72.30, 0, 18547
00000000:DA:00.0, 78.86, 0, 18403
00000000:0F:00.0, 73.10, 47, 18419
00000000:15:00.0, 72.07, 20, 18547
00000000:51:00.0, 71.90, 0, 18547
00000000:54:00.0, 75.87, 0, 18547
00000000:8D:00.0, 74.57, 0, 18547
00000000:92:00.0, 76.13, 0, 18547
00000000:D6:00.0, 73.85, 0, 18547
00000000:DA:00.0, 81.21, 0, 18403
00000000:0F:00.0, 72.49, 0, 18419
00000000:15:00.0, 71.40, 0, 18547
00000000:51:00.0, 58.19, 0, 18547
00000000:54:00.0, 76.75, 0, 18547
00000000:8D:00.0, 59.67, 0, 18547
00000000:92:00.0, 63.49, 0, 18547
00000000:D6:00.0, 73.25, 0, 18547
00000000:DA:00.0, 62.83, 0, 18403
00000000:0F:00.0, 72.49, 0, 18419
00000000:15:00.0, 56.75, 0, 18547
00000000:51:00.0, 64.85, 0, 18547
00000000:54:00.0, 60.60, 0, 18547
00000000:8D:00.0, 62.83, 0, 18547
00000000:92:00.0, 67.26, 0, 18547
00000000:D6:00.0, 58.25, 0, 18537
00000000:DA:00.0, 62.44, 0, 18403
00000000:0F:00.0, 58.07, 0, 18341
00000000:15:00.0, 57.08, 1, 18085
00000000:51:00.0, 65.18, 0, 18471
00000000:54:00.0, 61.75, 5, 18085
00000000:8D:00.0, 62.83, 0, 18471
00000000:92:00.0, 67.59, 0, 18471
00000000:D6:00.0, 58.25, 0, 18471
00000000:DA:00.0, 61.29, 0, 18327
00000000:0F:00.0, 68.06, 0, 18317
00000000:15:00.0, 56.75, 0, 18085
00000000:51:00.0, 64.30, 0, 18471
00000000:54:00.0, 60.60, 0, 18085
00000000:8D:00.0, 58.40, 0, 18471
00000000:92:00.0, 67.80, 0, 18471
00000000:D6:00.0, 61.14, 0, 18471
00000000:DA:00.0, 62.10, 0, 18327
00000000:0F:00.0, 58.07, 0, 17957
00000000:15:00.0, 57.08, 0, 18085
00000000:51:00.0, 64.23, 0, 18471
00000000:54:00.0, 60.54, 0, 18085
00000000:8D:00.0, 58.73, 1, 18085
00000000:92:00.0, 67.80, 0, 18085
00000000:D6:00.0, 61.69, 0, 18471
00000000:DA:00.0, 61.82, 4, 17941
00000000:0F:00.0, 58.07, 0, 17957
00000000:15:00.0, 62.63, 0, 18085
00000000:51:00.0, 57.47, 0, 18437
00000000:54:00.0, 66.39, 0, 18085
00000000:8D:00.0, 58.40, 0, 18085
00000000:92:00.0, 60.47, 0, 18085
00000000:D6:00.0, 63.49, 0, 18471
00000000:DA:00.0, 60.35, 0, 17941
00000000:0F:00.0, 64.50, 0, 17913
00000000:15:00.0, 56.69, 0, 18047
00000000:51:00.0, 65.45, 0, 18035
00000000:54:00.0, 60.21, 0, 18035
00000000:8D:00.0, 61.62, 0, 18085
00000000:92:00.0, 67.80, 0, 18035
00000000:D6:00.0, 58.19, 0, 18035
00000000:DA:00.0, 61.82, 0, 17893
00000000:0F:00.0, 57.74, 0, 17851
00000000:15:00.0, 62.57, 0, 17979
00000000:51:00.0, 57.74, 0, 17975
00000000:54:00.0, 66.72, 0, 17975
00000000:8D:00.0, 58.40, 0, 17983
00000000:92:00.0, 60.47, 0, 17975
00000000:D6:00.0, 58.19, 0, 17675
00000000:DA:00.0, 62.10, 0, 17831
00000000:0F:00.0, 57.74, 0, 17549
00000000:15:00.0, 57.29, 0, 17681
00000000:51:00.0, 57.74, 0, 17975
00000000:54:00.0, 66.99, 0, 17975
00000000:8D:00.0, 58.34, 5, 17679
00000000:92:00.0, 61.62, 0, 17675
00000000:D6:00.0, 58.46, 0, 17675
00000000:DA:00.0, 70.60, 0, 17531
00000000:0F:00.0, 58.61, 0, 17549
00000000:15:00.0, 57.89, 0, 17681
00000000:51:00.0, 58.67, 0, 17941
00000000:54:00.0, 60.21, 0, 17975
00000000:8D:00.0, 65.11, 0, 17679
00000000:92:00.0, 61.29, 0, 17675
00000000:D6:00.0, 58.19, 0, 17675
00000000:DA:00.0, 63.84, 0, 17531
00000000:0F:00.0, 64.44, 0, 17549
00000000:15:00.0, 56.69, 0, 17681
00000000:51:00.0, 65.38, 0, 17675
00000000:54:00.0, 60.21, 0, 17675
00000000:8D:00.0, 61.02, 0, 17679
00000000:92:00.0, 68.60, 0, 17675
00000000:D6:00.0, 58.13, 0, 17675
00000000:DA:00.0, 61.82, 0, 17531
00000000:0F:00.0, 58.01, 0, 17549
00000000:15:00.0, 56.69, 0, 17681
00000000:51:00.0, 65.71, 0, 17675
00000000:54:00.0, 60.54, 0, 17675
00000000:8D:00.0, 61.29, 0, 17679
00000000:92:00.0, 68.93, 0, 17675
00000000:D6:00.0, 59.27, 0, 17675
00000000:DA:00.0, 60.02, 0, 17531
00000000:0F:00.0, 57.68, 0, 17549
00000000:15:00.0, 62.57, 0, 17681
00000000:51:00.0, 57.74, 0, 17675
00000000:54:00.0, 66.11, 0, 17675
00000000:8D:00.0, 61.02, 0, 17679
00000000:92:00.0, 60.47, 0, 17675
00000000:D6:00.0, 58.19, 0, 17675
00000000:DA:00.0, 62.10, 0, 17531
00000000:0F:00.0, 58.61, 31, 2
00000000:15:00.0, 58.49, 20, 0
00000000:51:00.0, 59.21, 32, 0
00000000:54:00.0, 70.55, 47, 0
00000000:8D:00.0, 60.41, 2, 0
00000000:92:00.0, 61.88, 19, 0
00000000:D6:00.0, 59.60, 0, 0
00000000:DA:00.0, 73.22, 11, 0
00000000:0F:00.0, 71.75, 0, 2
00000000:15:00.0, 70.98, 0, 0
00000000:51:00.0, 72.42, 0, 0
00000000:54:00.0, 76.32, 0, 0
00000000:8D:00.0, 73.02, 0, 0
00000000:92:00.0, 76.24, 0, 0
00000000:D6:00.0, 72.82, 0, 0
00000000:DA:00.0, 79.90, 0, 0
00000000:0F:00.0, 71.75, 0, 2
00000000:15:00.0, 51.74, 0, 0
00000000:51:00.0, 72.75, 0, 0
00000000:54:00.0, 56.44, 0, 0
00000000:8D:00.0, 55.12, 0, 0
00000000:92:00.0, 55.99, 0, 0
00000000:D6:00.0, 52.22, 0, 0
00000000:DA:00.0, 57.68, 0, 0
